Date,DJI,NIFTY,UKX
2017-09-07,21784.78,10207.7,7365.26
2017-09-08,21797.79,10295.35,7430.62
2017-09-11,22057.37,10343.8,7438.5
2017-09-12,22118.86,10323.05,7411.47
2017-09-13,22158.18,10363.65,7372.92
2017-09-14,22203.48,10335.3,7354.13
2017-09-15,22268.34,10440.5,7396.98
2017-09-18,22331.35,10423.8,7377.6
2017-09-19,22370.8,10452.5,7413.59
2017-09-20,22412.59,10451.8,7400.69
2017-09-21,22359.23,10350.15,7379.7
2017-09-22,22349.59,10303.15,7295.39
2017-09-25,22296.09,10308.95,7215.47
2017-09-26,22284.32,10321.75,7253.28
2017-09-27,22340.71,10224.95,7275.25
2017-09-28,22381.2,10186.6,7271.95
2017-09-29,22405.09,10118.05,7263.9
2017-10-02,22557.6,10214.75,7310.64
2017-10-03,22641.67,10283.6,7301.29
2017-10-04,22661.64,10298.75,7285.74
2017-10-05,22775.39,10326.9,7313.51
2017-10-06,22773.67,10342.3,7322.82
2017-10-09,22761.07,10348.75,7372.76
2017-10-10,22830.68,10389.7,7438.84
2017-10-11,22872.89,10399.55,7468.11
2017-10-12,22841.01,10370.25,7467.58
2017-10-13,22871.72,10361.3,7507.99
2017-10-16,22956.96,10226.55,7522.87
2017-10-17,22997.44,10121.8,7507.89
2017-10-18,23157.6,10127.75,7538.27
2017-10-19,23163.04,10118.25,7533.81
2017-10-20,23328.63,10044.1,7556.24
2017-10-23,23273.96,10166.7,7535.44
2017-10-24,23441.76,10265.65,7526.97
2017-10-25,23329.46,10322.25,7516.17
2017-10-26,23400.86,10240.15,7542.87
2017-10-27,23434.19,10192.95,7523.04
2017-10-30,23348.74,10252.1,7523.23
2017-10-31,23377.24,10333.25,7524.45
2017-11-01,23435.01,10388.75,7526.54
2017-11-02,23516.26,10463.2,7447.21
2017-11-03,23539.19,10444.2,7486.5
2017-11-06,23548.42,10440.3,7505.03
2017-11-07,23557.23,10493,7487.81
2017-11-08,23563.36,10531.5,7493.08
2017-11-09,23461.94,10490.75,7487.96
2017-11-10,23422.21,10477.9,7555.32
2017-11-13,23439.7,10530.7,7560.35
2017-11-14,23409.47,10435.55,7562.28
2017-11-15,23271.28,10442.2,7513.11
2017-11-16,23458.36,10443.2,7529.72
2017-11-17,23358.24,10504.8,7484.1
2017-11-20,23430.33,10558.85,7432.99
2017-11-21,23590.83,10623.6,7415.18
2017-11-22,23526.18,10637,7414.42
2017-11-24,23557.99,10632.2,7372.61
2017-11-27,23580.78,10651.2,7386.94
2017-11-28,23836.71,10681.25,7380.68
2017-11-29,23940.68,10741.55,7389.75
2017-11-30,24272.35,10700.45,7411.34
2017-12-01,24231.59,10788.55,7419.02
2017-12-04,24290.05,10817,7417.24
2017-12-05,24180.64,10894.7,7409.64
2017-12-06,24140.91,10966.2,7383.9
2017-12-07,24211.48,11083.7,7460.65
2017-12-08,24329.16,11086,7393.56
2017-12-11,24386.03,11069.65,7326.67
2017-12-12,24504.8,11130.4,7300.49
2017-12-13,24585.43,11049.65,7338.97
2017-12-14,24508.66,11027.7,7327.5
2017-12-15,24651.74,11016.9,7348.03
2017-12-18,24792.2,10760.6,7320.75
2017-12-19,24754.75,10666.55,7393.96
2017-12-20,24726.65,10498.25,7453.48
2017-12-21,24782.29,10476.7,7500.41
2017-12-22,24754.06,10576.85,7496.51
2017-12-26,24746.21,10454.95,7448.12
2017-12-27,24774.3,10539.75,7490.57
2017-12-28,24837.51,10500.9,7537.01
2017-12-29,24719.22,10545.5,7544.09
2018-01-02,24824.01,10452.3,7525.22
2018-01-03,24922.68,10378.4,7603.98
2018-01-04,25075.13,10360.4,7592.66
2018-01-05,25295.87,10397.45,7620.68
2018-01-08,25283,10382.7,7622.88
2018-01-09,25385.8,10491.05,7687.77
2018-01-10,25369.13,10582.6,7648.1
2018-01-11,25574.73,10554.3,7671.11
2018-01-12,25803.19,10492.85,7695.88
2018-01-16,25792.86,10458.35,7724.22
2018-01-17,26115.65,10358.85,7696.51
2018-01-18,26017.81,10249.25,7731.02
2018-01-19,26071.72,10154.2,7748.51
2018-01-22,26214.6,10242.65,7762.94
2018-01-23,26210.81,10226.85,7778.64
2018-01-24,26252.12,10421.4,7769.14
2018-01-25,26392.79,10426.85,7755.93
2018-01-26,26616.71,10410.9,7725.43
2018-01-29,26439.48,10360.15,7700.96
2018-01-30,26076.89,10195.15,7730.79
2018-01-31,26149.39,10094.25,7715.44
2018-02-01,26186.71,10124.35,7731.83
2018-02-02,25520.96,10155.25,7643.43
2018-02-05,24345.75,10114.75,7615.84
2018-02-06,24912.77,9998.05,7665.54
2018-02-07,24893.35,10130.65,7671.53
2018-02-08,23860.46,10184.15,7587.98
2018-02-09,24190.9,10113.7,7533.55
2018-02-12,24601.27,10211.8,7490.39
2018-02-13,24640.45,10245,7443.43
2018-02-14,24893.49,10128.4,7334.98
2018-02-15,25200.37,10325.15,7141.4
2018-02-16,25219.38,10331.6,7279.42
2018-02-20,24964.75,10379.35,7170.69
2018-02-21,24797.78,10402.25,7092.43
2018-02-22,24962.48,10417.15,7177.06
2018-02-23,25309.99,10458.65,7168.01
2018-02-26,25709.27,10480.6,7213.97
2018-02-27,25410.03,10528.35,7234.81
2018-02-28,25029.2,10548.7,7294.7
2018-03-01,24608.98,10526.2,7247.66
2018-03-02,24538.06,10565.3,7246.77
2018-03-05,24874.76,10564.05,7281.57
2018-03-06,24884.12,10584.7,7252.39
2018-03-07,24801.36,10614.35,7244.41
2018-03-08,24895.21,10570.55,7289.58
2018-03-09,25335.74,10617.8,7282.45
2018-03-12,25178.61,10692.3,7231.91
2018-03-13,25007.03,10739.35,7175.64
2018-03-14,24758.12,10718.05,7069.9
2018-03-15,24873.66,10679.65,7115.98
2018-03-16,24946.51,10618.25,7146.75
2018-03-19,24610.91,10715.5,7157.84
2018-03-20,24727.27,10717.8,7203.24
2018-03-21,24682.31,10741.7,7224.51
2018-03-22,23957.89,10716.55,7214.76
2018-03-23,23533.2,10806.5,7138.78
2018-03-26,24202.6,10806.6,7132.69
2018-03-27,23857.71,10801.85,7139.76
2018-03-28,23848.42,10741.1,7164.14
2018-03-29,24103.11,10682.7,7042.93
2018-04-02,23644.19,10596.4,7061.27
2018-04-03,24033.36,10516.7,7038.97
2018-04-04,24264.3,10536.7,6952.59
2018-04-05,24505.22,10430.35,6921.94
2018-04-06,23932.76,10513.85,6888.69
2018-04-09,23979.1,10605.15,6999.88
2018-04-10,24408,10688.65,7044.74
2018-04-11,24189.45,10633.3,7056.61
2018-04-12,24483.05,10614.35,7030.46
2018-04-13,24360.14,10736.15,7034.01
2018-04-16,24573.04,10696.2,7199.5
2018-04-17,24786.63,10628.5,7183.64
2018-04-18,24748.07,10593.15,7194.75
2018-04-19,24664.89,10684.65,7266.75
2018-04-20,24462.94,10768.35,7257.14
2018-04-23,24448.69,10767.65,7258.34
2018-04-24,24024.13,10786.95,7264.56
2018-04-25,24083.83,10842.85,7198.2
2018-04-26,24322.34,10856.7,7226.05
2018-04-27,24311.19,10808.05,7317.34
2018-04-30,24163.15,10817.7,7328.92
2018-05-01,24099.05,10799.85,7368.17
2018-05-02,23924.98,10710.45,7398.87
2018-05-03,23930.15,10772.05,7425.4
2018-05-04,24262.51,10741.1,7379.32
2018-05-07,24357.32,10821.85,7421.43
2018-05-08,24360.21,10762.45,7502.21
2018-05-09,24542.54,10769.15,7509.3
2018-05-10,24739.53,10671.4,7520.36
2018-05-11,24831.17,10589.1,7543.2
2018-05-14,24899.41,10714.3,7502.69
2018-05-15,24706.41,10657.3,7567.14
2018-05-16,24768.93,10699.9,7565.75
2018-05-17,24713.98,10769.9,7662.52
2018-05-18,24715.09,10749.75,7700.97
2018-05-21,25013.29,10772.65,7724.55
2018-05-22,24834.41,10852.9,7710.98
2018-05-23,24886.81,10947.25,7722.98
2018-05-24,24811.76,10948.3,7734.2
2018-05-25,24753.09,11023.2,7787.97
2018-05-29,24361.45,11018.9,7778.79
2018-05-30,24667.78,10936.85,7859.17
2018-05-31,24415.84,11008.05,7877.45
2018-06-01,24635.21,10980.45,7788.44
2018-06-04,24813.69,10957.1,7716.74
2018-06-05,24799.98,11010.2,7730.28
2018-06-06,25146.39,11084.75,7632.64
2018-06-07,25241.41,11134.3,7689.57
2018-06-08,25316.53,11132,7678.2
2018-06-11,25322.31,11167.3,7701.77
2018-06-12,25320.73,11278.35,7741.29
2018-06-13,25201.2,11319.55,7686.8
2018-06-14,25175.31,11356.5,7712.37
2018-06-15,25090.48,11346.2,7704.4
2018-06-18,24987.47,11244.7,7681.07
2018-06-19,24700.21,11360.8,7737.43
2018-06-20,24657.8,11387.1,7703.81
2018-06-21,24461.7,11389.45,7703.71
2018-06-22,24580.89,11450,7765.79
2018-06-25,24252.8,11470.7,7633.91
2018-06-26,24283.11,11429.5,7631.33
2018-06-27,24117.59,11355.75,7603.85
2018-06-28,24216.05,11435.1,7627.4
2018-06-29,24271.41,11385.05,7556.44
2018-07-02,24307.18,11470.75,7682.27
2018-07-03,24174.82,11551.75,7509.84
2018-07-05,24356.74,11570.9,7537.92
2018-07-06,24456.48,11582.75,7621.69
2018-07-09,24776.59,11557.1,7615.63
2018-07-10,24919.66,11691.95,7636.93
2018-07-11,24700.45,11738.5,7547.85
2018-07-12,24924.89,11691.9,7593.29
2018-07-13,25019.41,11676.8,7573.09
2018-07-16,25064.36,11680.5,7603.22
2018-07-17,25119.89,11582.35,7617.7
2018-07-18,25199.29,11520.3,7687.99
2018-07-19,25064.5,11476.95,7692.04
2018-07-20,25058.12,11536.9,7591.96
2018-07-23,25044.29,11589.1,7651.33
2018-07-24,25241.94,11438.1,7661.87
2018-07-25,25414.1,11287.5,7600.45
2018-07-26,25527.07,11369.9,7626.33
2018-07-27,25451.06,11515.2,7676.28
2018-07-30,25306.83,11377.75,7683.97
2018-07-31,25415.19,11278.9,7678.79
2018-08-01,25333.82,11234.35,7655.79
2018-08-02,25326.16,11143.1,7709.05
2018-08-03,25462.58,10967.4,7658.26
2018-08-06,25502.18,11067.45,7663.17
2018-08-07,25628.91,11053.8,7701.31
2018-08-08,25583.75,10977.55,7700.85
2018-08-09,25509.23,10930.45,7748.76
2018-08-10,25313.14,11008.3,7652.91
2018-08-13,25187.7,10858.25,7575.93
2018-08-14,25299.92,10599.25,7659.1
2018-08-15,25162.41,10316.45,7663.78
2018-08-16,25558.73,10348.05,7718.48
2018-08-17,25669.32,10301.05,7776.65
2018-08-20,25758.69,10460.1,7741.77
2018-08-21,25822.29,10234.65,7667.01
2018-08-22,25733.6,10472.5,7642.45
2018-08-23,25656.98,10512.5,7611.64
2018-08-24,25790.35,10584.75,7497.87
2018-08-27,26049.64,10453.05,7556.38
2018-08-28,26064.02,10303.55,7558.59
2018-08-29,26124.57,10245.25,7591.26
2018-08-30,25986.92,10146.8,7565.7
2018-08-31,25964.82,10224.75,7574.24
2018-09-04,25952.48,10124.9,7563.22
2018-09-05,25974.99,10030,7577.49
2018-09-06,25995.87,10250.85,7617.22
2018-09-07,25916.54,10198.4,7563.21
2018-09-10,25857.07,10386.6,7516.03
2018-09-11,25971.06,10380.45,7432.42
2018-09-12,25998.92,10553,7504.6
2018-09-13,26145.99,10524,7457.86
2018-09-14,26154.67,10530,7383.28
2018-09-17,26062.12,10585.2,7318.96
2018-09-18,26246.96,10482.2,7277.7
2018-09-19,26405.76,10582.5,7279.3
2018-09-20,26656.98,10576.3,7273.54
2018-09-21,26743.5,10616.7,7313.36
2018-09-24,26562.05,10682.2,7281.57
2018-09-25,26492.21,10763.4,7304.04
2018-09-26,26385.28,10656.2,7302.1
2018-09-27,26439.93,10600.05,7300.23
2018-09-28,26458.31,10526.75,7331.12
2018-10-01,26651.21,10628.6,7367.32
2018-10-02,26773.94,10685.6,7490.23
2018-10-03,26828.39,10728.85,7458.41
2018-10-04,26627.48,10858.7,7507.56
2018-10-05,26447.05,10876.75,7511.49
2018-10-08,26486.78,10883.75,7545.44
2018-10-09,26430.57,10869.5,7510.2
2018-10-10,25598.74,10782.9,7495.67
2018-10-11,25052.83,10601.15,7474.55
2018-10-12,25339.99,10693.7,7510.28
2018-10-15,25250.55,10488.45,7418.34
2018-10-16,25798.42,10549.15,7318.54
2018-10-17,25706.68,10737.6,7233.33
2018-10-18,25379.45,10791.55,7237.59
2018-10-19,25444.34,10805.45,7145.74
2018-10-22,25317.41,10888.35,7006.93
2018-10-23,25191.43,10908.7,6995.91
2018-10-24,24583.42,10967.3,7029.22
2018-10-25,24984.55,10951.7,7059.4
2018-10-26,24688.31,10754,7054.6
2018-10-29,24442.92,10663.5,7026.99
2018-10-30,24874.64,10729.85,7049.8
2018-10-31,25115.76,10779.8,7042.8
2018-11-01,25380.74,10859.9,6955.21
2018-11-02,25270.83,10862.55,6962.98
2018-11-05,25461.7,10910.1,7004.1
2018-11-06,25635.01,10792.5,6939.56
2018-11-07,26180.3,10672.25,7026.32
2018-11-08,26191.22,10727.35,7035.85
2018-11-09,25989.3,10771.8,7128.1
2018-11-12,25387.18,10802.15,7114.66
2018-11-13,25286.49,10855.15,7094.12
2018-11-14,25080.5,10821.6,7103.84
2018-11-15,25289.27,10794.95,7040.68
2018-11-16,25413.22,10737.6,7117.28
2018-11-19,25017.44,10886.8,7140.68
2018-11-20,24465.64,10890.3,7105.34
2018-11-21,24464.69,10905.2,7053.08
2018-11-23,24285.95,10906.95,7053.76
2018-11-26,24640.24,10961.85,7033.79
2018-11-27,24748.73,10922.75,7038.01
2018-11-28,25366.43,10831.5,7013.88
2018-11-29,25338.84,10849.8,7000.89
2018-11-30,25538.46,10780.55,6947.92
2018-12-03,25826.43,10661.55,7050.23
2018-12-04,25027.07,10652.2,6960.32
2018-12-06,24947.67,10651.8,6952.86
2018-12-07,24388.95,10830.95,7036
2018-12-10,24423.26,10893.65,7016.85
2018-12-11,24370.24,10912.25,7004.52
2018-12-12,24527.27,10934.35,7038.95
2018-12-13,24597.38,11062.45,6980.24
2018-12-14,24100.51,11069.4,7062.41
2018-12-17,23592.98,10943.6,7022.76
2018-12-18,23675.64,10888.8,6921.84
2018-12-19,23323.66,10831.4,6704.05
2018-12-20,22859.6,10793.65,6778.11
2018-12-21,22445.37,10746.05,6721.54
2018-12-24,21792.2,10724.4,6806.94
2018-12-26,22878.45,10640.95,6880.19
2018-12-27,23138.82,10604.35,6877.5
2018-12-28,23062.4,10735.45,6845.17
2018-12-31,23327.46,10789.85,6773.24
2019-01-02,23346.24,10791.65,6701.59
2019-01-03,22686.22,10880.1,6765.94
2019-01-04,23433.16,10835.3,6711.93
2019-01-07,23531.35,10806.65,6721.17
2019-01-08,23787.45,10792.5,6685.99
2019-01-09,23879.12,10863.5,6584.68
2019-01-10,24001.92,10987.45,6733.97
2019-01-11,23995.95,11053,6728.13
2019-01-14,23909.84,11058.2,6734.23
2019-01-15,24065.59,11035.4,6692.66
2019-01-16,24207.16,11168.05,6837.42
2019-01-17,24370.1,11301.2,6810.88
2019-01-18,24706.35,11341.7,6861.6
2019-01-22,24404.48,11343.25,6906.63
2019-01-23,24575.62,11426.85,6942.87
2019-01-24,24553.24,11462.2,6918.18
2019-01-25,24737.2,11532.4,6855.02
2019-01-28,24528.22,11521.05,6895.02
2019-01-29,24579.96,11456.9,6862.68
2019-01-30,25014.86,11354.25,6834.92
2019-01-31,24999.67,11483.25,6968.33
2019-02-01,25063.89,11445.05,6970.59
2019-02-04,25239.37,11570,6901.39
2019-02-05,25411.52,11623.9,6842.88
2019-02-06,25390.3,11669.15,6818.95
2019-02-07,25169.53,11713.2,6809.22
2019-02-08,25106.33,11643.95,6747.1
2019-02-11,25053.11,11598,6833.93
2019-02-12,25425.76,11665.95,6941.63
2019-02-13,25543.27,11604.5,6968.85
2019-02-14,25439.39,11671.95,7020.22
2019-02-19,25891.32,11584.3,7034.13
2019-02-20,25954.44,11596.7,7177.37
2019-02-21,25850.63,11643.45,7173.09
2019-02-22,26031.81,11690.35,7093.58
2019-02-25,26091.95,11787.15,7071.18
2019-02-26,26057.98,11752.8,7129.11
2019-02-27,25985.16,11594.45,7133.14
2019-02-28,25916,11575.95,7190.84
2019-03-01,26026.32,11726.15,7197.01
2019-03-04,25819.65,11641.8,7236.68
2019-03-05,25806.63,11754.65,7219.47
2019-03-06,25673.46,11748.15,7179.17
2019-03-07,25473.23,11724.75,7228.62
2019-03-08,25450.24,11712.25,7167.39
2019-03-11,25650.88,11598.25,7178.6
2019-03-12,25554.66,11497.9,7183.74
2019-03-13,25702.89,11359.45,7151.12
2019-03-14,25709.94,11301.8,7107.2
2019-03-15,25848.87,11278.9,7074.73
2019-03-18,25914.1,11148.2,7106.73
2019-03-19,25887.38,11222.05,7134.39
2019-03-20,25745.67,11157,7183.43
2019-03-21,25962.51,11257.1,7196
2019-03-22,25502.32,11407.15,7157.55
2019-03-25,25516.83,11828.25,7104.31
2019-03-26,25657.73,11709.1,7130.62
2019-03-27,25625.59,11737.9,7151.15
2019-03-28,25717.46,11657.05,7159.19
2019-03-29,25928.68,11844.1,7185.43
2019-04-01,26258.42,11924.75,7228.28
2019-04-02,26179.13,11928.75,7299.19
2019-04-03,26218.13,11861.1,7324
2019-04-04,26384.63,11945.9,7291.01
2019-04-05,26424.99,11922.8,7355.31
2019-04-08,26341.02,12088.55,7207.59
2019-04-09,26150.58,12021.65,7177.58
2019-04-10,26157.16,11843.75,7196.29
2019-04-11,26143.05,11870.65,7194.19
2019-04-12,26412.3,11922.7,7234.33
2019-04-15,26384.77,11965.6,7279.19
2019-04-16,26452.66,11906.2,7317.38
2019-04-17,26449.54,11914.05,7391.12
2019-04-22,26511.05,11823.3,7418.28
2019-04-23,26656.39,11672.15,7401.94
2019-04-24,26597.05,11691.5,7446.87
2019-04-25,26462.08,11691.45,7451.89
2019-04-26,26543.33,11831.75,7425.57
2019-04-29,26554.39,11724.1,7421.91
2019-04-30,26592.91,11699.65,7417.95
2019-05-01,26430.14,11796.45,7437.06
2019-05-02,26307.79,11847.55,7436.87
2019-05-03,26504.95,11841.55,7469.92
2019-05-06,26438.48,11788.85,7471.32
2019-05-07,25965.09,11865.6,7459.88
2019-05-08,25967.33,11910.3,7523.07
2019-05-09,25828.36,11916.75,7471.75
2019-05-10,25942.37,11946.75,7434.13
2019-05-13,25324.99,11811.15,7428.19
2019-05-14,25532.05,11558.6,7440.66
2019-05-15,25648.02,11555.9,7418.22
2019-05-16,25862.68,11498.9,7385.26
2019-05-17,25764,11582.9,7351.31
2019-05-20,25679.9,11552.5,7380.64
2019-05-21,25877.33,11588.35,7260.47
2019-05-22,25776.61,11662.6,7271
2019-05-23,25490.47,11687.5,7207.41
2019-05-28,25347.77,11596.9,7203.29
2019-05-29,25126.41,11419.25,7163.68
2019-05-30,25169.88,11346.2,7241.6
2019-05-31,24815.04,11331.05,7296.95
2019-06-03,24819.78,11271.3,7353.51
2019-06-04,25332.18,11252.15,7348.62
2019-06-05,25539.57,11284.3,7310.88
2019-06-06,25720.66,11189.2,7328.92
2019-06-07,25983.94,11085.4,7334.19
2019-06-10,26062.68,11118,7231.04
2019-06-11,26048.51,10980,7277.73
2019-06-12,26004.83,10997.35,7268.95
2019-06-13,26106.77,10862.6,7185.3
2019-06-14,26089.61,10948.25,7218.16
2019-06-17,26112.53,10855.5,7161.71
2019-06-18,26465.54,11032.45,7184.8
2019-06-19,26504,11109.65,7214.29
2019-06-20,26753.17,10925.85,7220.22
2019-06-21,26719.13,11029.4,7259.85
2019-06-24,26727.54,11047.8,7331.94
2019-06-25,26548.22,11053.9,7375.54
2019-06-26,26536.82,11017,7398.45
2019-06-27,26526.58,10918.7,7367.62
2019-06-28,26599.96,10741.35,7368.57
2019-07-01,26717.43,10829.35,7345.78
2019-07-02,26786.68,11057.85,7357.31
2019-07-05,26922.12,11105.35,7443.04
2019-07-08,26806.14,11046.1,7403.54
2019-07-09,26783.49,10948.3,7424.44
2019-07-10,26860.2,11023.25,7407.5
2019-07-11,27088.08,10797.9,7416.69
2019-07-12,27332.03,10844.65,7422.43
2019-07-15,27359.16,10847.9,7416.39
2019-07-16,27335.63,10946.2,7402.33
2019-07-17,27219.85,11003.05,7425.63
2019-07-18,27222.97,11035.7,7497.5
2019-07-19,27154.2,10982.8,7559.19
2019-07-22,27171.9,11075.9,7609.32
2019-07-23,27349.19,11003.5,7603.58
2019-07-24,27269.97,10817.6,7553.14
2019-07-25,27140.98,10840.65,7549.27
2019-07-26,27192.45,10704.8,7536.47
2019-07-29,27221.35,11274.2,7530.69
2019-07-30,27198.02,11600.2,7509.82
2019-07-31,26864.27,11588.2,7505.97
2019-08-01,26583.42,11440.2,7531.72
2019-08-02,26485.01,11571.2,7577.2
2019-08-05,25717.74,11512.4,7535.46
2019-08-06,26029.52,11474.45,7493.09
2019-08-07,26007.07,11359.9,7508.7
2019-08-08,26378.19,11314,7514.93
2019-08-09,26287.44,11174.75,7556.86
2019-08-12,25897.71,11126.4,7501.46
2019-08-13,26279.91,11313.3,7489.05
2019-08-14,25479.42,11234.55,7549.06
2019-08-15,25579.39,11305.05,7686.61
2019-08-16,25886.01,11341.15,7646.77
2019-08-19,26135.79,11428.3,7586.78
2019-08-20,25962.44,11464,7584.87
2019-08-21,26202.73,11586.35,7407.06
2019-08-22,26252.24,11661.85,7223.85
2019-08-23,25628.9,11588.35,7171.69
2019-08-26,25898.83,11604.1,7198.7
2019-08-27,25777.9,11582.6,7285.9
2019-08-28,26036.1,11583.9,7253.85
2019-08-29,26362.25,11627.15,7226.72
2019-09-03,26118.02,11786.85,7250.9
2019-09-04,26355.47,11844.1,7147.88
2019-09-05,26728.15,11877.45,7067.01
2019-09-06,26797.46,11890.6,7117.15
2019-09-09,26835.51,11941.3,7189.65
2019-09-10,26909.43,11917.2,7125
2019-09-11,27137.04,11966.05,7203.97
2019-09-12,27182.45,12012.05,7128.18
2019-09-13,27219.52,11908.15,7094.98
2019-09-16,27076.82,11913.45,7089.58
2019-09-17,27110.8,11840.45,7114.71
2019-09-18,27147.08,11872.1,7184.32
2019-09-19,27094.79,11895.45,7207.18
2019-09-20,26935.07,11884.5,7281.94
2019-09-23,26949.99,11940.1,7268.19
2019-09-24,26807.77,11999.1,7311.26
2019-09-25,26970.71,11968.4,7271.17
2019-09-26,26891.12,11914.4,7282.34
2019-09-27,26820.25,12073.75,7235.81
2019-09-30,26916.83,12037.7,7267.95
2019-10-01,26573.04,12100.7,7338.03
2019-10-02,26078.62,12151.15,7344.67
2019-10-03,26201.04,12056.05,7367.46
2019-10-04,26573.72,12048.25,7321.41
2019-10-07,26478.02,11994.2,7320.4
2019-10-08,26164.04,12043.2,7314.05
2019-10-09,26346.01,12018.4,7356.42
2019-10-10,26496.67,11921.5,7344.92
2019-10-11,26816.59,11937.5,7326.08
2019-10-14,26787.36,11856.8,7291.43
2019-10-15,27024.8,11910.15,7289.99
2019-10-16,27001.98,11971.8,7351.08
2019-10-17,27025.88,12086.7,7426.21
2019-10-18,26770.2,12053.95,7408.21
2019-10-21,26827.64,12165,7360.32
2019-10-22,26788.1,12221.65,7122.54
2019-10-23,26833.95,12259.7,7077.64
2019-10-24,26805.53,12271.8,7155.38
2019-10-25,26958.06,12262.75,7197.88
2019-10-28,27090.72,12214.55,7143.15
2019-10-29,27071.42,12126.55,7166.5
2019-10-30,27186.69,12245.8,7186.36
2019-10-31,27046.23,12255.85,7247.08
